Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,annual_mileage,Cars_built,engine_capacity
1,17,2013,10,175000.0,2800.0,4,0,18399.0,9,19444.44,0,1,2
6,47,2018,3,75000.0,1461.0,0,1,14850.0,4,18750.0,0,1,1
28,46,2007,4,358000.0,1300.0,0,1,3200.0,15,23866.67,0,1,1
23,48,1998,10,267000.0,2000.0,4,1,4600.0,24,11125.0,1,1,2
28,65,2013,10,180000.0,1400.0,4,1,6490.0,9,20000.0,0,1,1
1,15,2006,11,200000.0,200.0,0,0,3500.0,16,12500.0,2,1,1
13,20,2014,10,106000.0,2000.0,2,0,13990.0,8,13250.0,2,0,2
38,101,2009,10,226000.0,2000.0,0,1,7500.0,13,17384.62,0,0,2
42,88,1996,10,3000.0,1800.0,3,1,1600.0,26,115.38,1,1,1
32,80,2011,11,145000.0,1461.0,0,0,6500.0,11,13181.82,2,1,1
42,118,2008,6,220000.0,1400.0,4,1,5250.0,14,15714.29,2,1,1
23,48,2012,10,180000.0,2200.0,0,0,15500.0,10,18000.0,0,1,2
23,126,2010,6,268000.0,2148.0,0,1,9000.0,12,22333.33,0,1,2
34,64,2012,11,192000.0,1200.0,0,1,5200.0,10,19200.0,0,1,1
23,109,1987,10,252000.0,2000.0,0,1,900.0,35,7200.0,1,1,2
42,88,2011,11,192000.0,1390.0,4,1,7600.0,11,17454.55,0,1,1
2,9,2008,10,250000.0,1998.0,0,0,10000.0,14,17857.14,0,1,2
3,28,2005,10,165000.0,1600.0,4,0,2500.0,17,9705.88,1,3,1
14,101,2013,2,138000.0,2000.0,4,0,9500.0,9,15333.33,2,0,2
43,101,2010,11,300000.0,1599.0,0,1,6500.0,12,25000.0,0,-1,1
42,61,2010,4,200000.0,1400.0,4,0,7000.0,12,16666.67,2,1,1
30,39,2016,9,94000.0,3000.0,0,0,49900.0,6,15666.67,2,1,2
40,92,2008,4,170000.0,1400.0,4,0,6600.0,14,12142.86,2,0,1
14,135,2012,9,204000.0,2000.0,0,0,12800.0,10,20400.0,0,0,2
35,85,2012,4,189000.0,1400.0,4,1,8100.0,10,18900.0,0,1,1
42,88,2007,11,300000.0,2000.0,0,1,7250.0,15,20000.0,0,1,2
23,48,2005,10,200000.0,2200.0,0,1,7500.0,17,11764.71,1,1,2
23,48,2004,11,397000.0,2700.0,0,0,4300.0,18,22055.56,0,1,2
42,61,2003,4,251000.0,1400.0,4,1,4100.0,19,13210.53,2,1,1
4,101,2009,10,113000.0,2680.0,3,0,7500.0,13,8692.31,1,3,2
2,9,1995,10,30000.0,2000.0,3,0,3000.0,27,1111.11,1,1,2
31,101,2007,10,248250.0,2398.0,3,1,3500.0,15,16550.0,2,-1,2
2,9,2013,10,199999.0,3000.0,4,0,15300.0,9,22222.11,0,1,2
32,101,2003,5,318500.0,1900.0,0,1,3200.0,19,16763.16,2,1,2
40,25,2013,10,220000.0,2494.0,2,0,16999.0,9,24444.44,0,0,2
23,101,2015,3,60000.0,3000.0,0,0,19000.0,7,8571.43,1,1,2
28,43,2010,11,123000.0,1700.0,0,1,2950.0,12,10250.0,1,1,1
23,14,2013,4,23500.0,1600.0,4,0,9999.0,9,2611.11,1,1,1
18,112,2014,3,67000.0,2400.0,4,0,12300.0,8,8375.0,1,0,2
18,112,2016,3,66000.0,2400.0,4,0,17300.0,6,11000.0,1,0,2
23,31,1995,10,400000.0,1800.0,4,1,2400.0,27,14814.81,2,1,1
2,101,2006,0,145000.0,4799.0,4,0,13500.0,16,9062.5,1,1,0
6,76,2014,10,40000.0,1200.0,4,1,3499.0,8,5000.0,1,1,1
23,31,2004,10,272000.0,2200.0,0,0,6500.0,18,15111.11,2,1,2
42,90,1997,10,200000.0,1400.0,4,1,2500.0,25,8000.0,1,1,1
40,101,2012,11,250000.0,1800.0,2,0,8888.0,10,25000.0,0,0,1
2,6,1999,10,395000.0,2000.0,0,1,4000.0,23,17173.91,0,1,2
1,13,1988,10,281000.0,1900.0,3,1,1600.0,34,8264.71,1,1,2
40,44,2006,11,190000.0,1400.0,0,1,4650.0,16,11875.0,1,0,1
40,102,2005,9,250000.0,2000.0,4,1,4300.0,17,14705.88,2,0,2
3,101,2016,10,123000.0,1600.0,4,1,4200.0,6,20500.0,0,3,1
35,85,2010,10,169000.0,1800.0,4,0,7300.0,12,14083.33,2,1,1
10,101,1994,1,208142.0,1300.0,4,1,1000.0,28,7433.64,1,1,1
32,108,2005,6,20000.0,1500.0,0,1,3300.0,17,1176.47,1,1,1
6,47,2014,3,119000.0,1461.0,0,1,10150.0,8,14875.0,2,1,1
32,42,2015,11,147000.0,1500.0,0,1,6700.0,7,21000.0,0,1,1
41,101,1986,10,85237.0,1450.0,4,1,1200.0,36,2367.69,1,2,1
40,44,2010,10,136000.0,1400.0,0,1,7500.0,12,11333.33,1,0,1
37,101,2014,6,190000.0,1998.0,0,0,12350.0,8,23750.0,0,0,2
5,101,2017,6,200000.0,1998.0,0,1,8250.0,5,40000.0,0,1,2
22,11,2000,10,350481.0,2000.0,3,1,2800.0,22,15930.95,2,0,2
18,40,2007,11,2500.0,1600.0,0,1,5200.0,15,166.67,1,0,1
28,81,2013,4,204000.0,1300.0,0,1,5650.0,9,22666.67,0,1,1
32,80,2003,10,300000.0,1600.0,3,1,3500.0,19,15789.47,2,1,1
42,66,2016,10,72426.0,1400.0,4,0,8000.0,6,12071.0,2,1,1
27,101,1995,10,390000.0,1995.0,4,1,1500.0,27,14444.44,2,0,2
11,101,1996,11,200000.0,4000.0,4,0,5500.0,26,7692.31,1,3,0
32,62,2014,6,161000.0,1500.0,0,1,7800.0,8,20125.0,0,1,1
32,101,2008,5,350563.0,1998.0,0,1,6555.0,14,25040.21,0,1,2
34,64,2011,11,197000.0,1200.0,0,1,4800.0,11,17909.09,0,1,1
28,123,2002,4,212000.0,1800.0,3,1,3500.0,20,10600.0,1,1,1
42,118,2008,5,238000.0,2000.0,0,0,8000.0,14,17000.0,2,1,2
35,50,2012,4,211000.0,1200.0,0,1,4500.0,10,21100.0,0,1,1
1,15,2001,10,400000.0,2485.0,0,0,4800.0,21,19047.62,0,1,2
28,23,2011,4,200000.0,1300.0,0,1,5250.0,11,18181.82,0,1,1
28,123,1992,10,340000.0,2000.0,3,1,1300.0,30,11333.33,1,1,2
23,31,2001,10,280000.0,2000.0,3,0,4500.0,21,13333.33,2,1,2
2,9,2005,11,300000.0,3000.0,0,0,5000.0,17,17647.06,0,1,2
11,54,2019,10,68000.0,1999.0,2,0,19300.0,3,22666.67,0,3,2
40,92,2010,11,235000.0,1800.0,2,0,7990.0,12,19583.33,0,0,1
40,74,2008,9,201000.0,2700.0,3,0,15490.0,14,14357.14,2,0,2
29,1,2005,11,216000.0,1399.0,4,1,2500.0,17,12705.88,2,1,1
23,126,2008,5,544000.0,2184.0,0,1,4500.0,14,38857.14,0,1,2
28,23,2003,11,335000.0,1700.0,0,1,1800.0,19,17631.58,0,1,1
2,9,2000,10,300000.0,300.0,0,1,1600.0,22,13636.36,2,1,1
40,102,2016,9,180000.0,2500.0,2,0,20699.0,6,30000.0,0,0,2
34,64,2013,4,68500.0,1400.0,4,1,5400.0,9,7611.11,1,1,1
23,101,2019,2,10000.0,2000.0,0,0,48000.0,3,3333.33,1,1,2
40,24,2008,4,250000.0,1400.0,0,1,6100.0,14,17857.14,0,0,1
32,80,2016,11,205000.0,1461.0,0,0,8200.0,6,34166.67,0,1,1
32,80,2011,11,144000.0,1500.0,0,1,5900.0,11,13090.91,2,1,1
32,80,2012,11,172000.0,1500.0,0,1,6200.0,10,17200.0,0,1,1
42,88,2009,11,172000.0,1400.0,4,1,6800.0,13,13230.77,2,1,1
2,9,2006,4,247000.0,2000.0,0,1,4000.0,16,15437.5,2,1,2
17,101,2015,9,225000.0,2000.0,0,0,16800.0,7,32142.86,0,3,2
42,90,2014,4,193000.0,1422.0,0,1,7500.0,8,24125.0,0,1,1
32,68,2016,3,128000.0,1500.0,0,0,11900.0,6,21333.33,0,1,1
23,101,2000,2,298000.0,2295.0,4,0,3250.0,22,13545.45,2,1,2
28,101,1996,10,333000.0,2500.0,0,1,2100.0,26,12807.69,2,1,2
40,38,1999,10,30000.0,2200.0,4,0,4000.0,23,1304.35,1,0,2
22,5,2018,10,33000.0,1500.0,4,1,12500.0,4,8250.0,1,0,1
29,101,2000,10,400000.0,2200.0,0,1,1000.0,22,18181.82,0,1,2
32,68,2019,9,57345.0,1499.0,0,1,16999.0,3,19115.0,0,1,1
32,68,2016,3,123561.0,1500.0,0,0,14399.0,6,20593.5,0,1,1
26,101,1979,2,50000.0,1500.0,4,1,5000.0,43,1162.79,1,2,1
25,101,2002,4,223000.0,1800.0,4,1,1400.0,20,11150.0,1,0,1
42,88,2016,10,123000.0,1600.0,0,0,8800.0,6,20500.0,0,1,1
42,101,2013,4,135000.0,1600.0,0,0,6300.0,9,15000.0,2,1,1
40,74,2010,9,123000.0,2700.0,3,0,12500.0,12,10250.0,1,0,2
5,30,2015,11,116000.0,1600.0,0,1,6500.0,7,16571.43,2,1,1
42,116,2013,3,132000.0,2000.0,4,0,7700.0,9,14666.67,2,1,2
22,10,2009,4,98000.0,2000.0,4,0,3550.0,13,7538.46,1,0,2
23,56,2016,9,110590.0,300.0,0,0,46500.0,6,18431.67,0,1,1
2,6,2006,10,185000.0,2000.0,0,1,7190.0,16,11562.5,1,1,2
11,101,2001,6,136000.0,1900.0,0,1,1550.0,21,6476.19,1,3,2
23,29,2005,4,145000.0,1800.0,4,1,3200.0,17,8529.41,1,1,1
2,9,2017,10,130000.0,2000.0,0,0,28500.0,5,26000.0,0,1,2
32,80,2006,10,292000.0,1400.0,4,1,2750.0,16,18250.0,0,1,1
35,114,2017,10,114800.0,2000.0,0,0,18900.0,5,22960.0,0,1,2
18,101,2005,5,209000.0,2000.0,3,1,3000.0,17,12294.12,2,0,2
32,101,1991,4,196000.0,1870.0,4,1,16500.0,31,6322.58,1,1,2
32,42,2020,4,1800.0,898.0,4,1,8900.0,2,900.0,1,1,1
2,6,2011,11,200000.0,2000.0,4,1,7999.0,11,18181.82,0,1,2
40,26,2014,10,143000.0,2000.0,0,1,12600.0,8,17875.0,0,0,2
2,9,1998,10,333333.0,200.0,3,0,3850.0,24,13888.88,2,1,1
32,62,2005,11,300000.0,1500.0,0,1,2400.0,17,17647.06,0,1,1
27,95,2008,3,178000.0,1500.0,0,1,6700.0,14,12714.29,2,0,1
42,61,2012,4,110000.0,1400.0,4,1,8500.0,10,11000.0,1,1,1
42,37,2001,6,200000.0,1900.0,0,1,1800.0,21,9523.81,1,1,2
42,116,2012,3,114000.0,2000.0,4,0,11500.0,10,11400.0,1,1,2
19,101,2009,9,65000.0,2400.0,0,1,30999.0,13,5000.0,1,1,2
41,101,1990,10,34590.0,1500.0,4,1,4050.0,32,1080.94,1,2,1
40,102,2006,3,290000.0,2200.0,0,1,5000.0,16,18125.0,0,0,2
28,101,1990,4,10000.0,1700.0,0,1,600.0,32,312.5,1,1,1
31,101,2008,4,226348.0,1400.0,4,1,1400.0,14,16167.71,2,-1,1
37,101,2004,9,189756.0,2900.0,0,1,4000.0,18,10542.0,1,0,2
11,83,2001,11,250000.0,1998.0,0,1,3300.0,21,11904.76,2,3,2
27,95,2010,3,207000.0,1500.0,0,1,7350.0,12,17250.0,0,0,1
5,101,2014,10,159000.0,1600.0,4,1,7300.0,8,19875.0,0,1,1
2,9,2001,10,380000.0,2500.0,0,1,4800.0,21,18095.24,0,1,2
28,65,2012,10,1111.0,1700.0,0,1,2200.0,10,111.1,1,1,1
27,67,2015,4,7800.0,1600.0,4,0,14499.0,7,1114.29,1,0,1
2,129,2015,9,35000.0,3000.0,4,0,24999.0,7,5000.0,1,1,2
32,80,2011,11,177000.0,1500.0,0,1,5599.0,11,16090.91,2,1,1
32,69,2014,7,147000.0,1500.0,0,1,5999.0,8,18375.0,0,1,1
35,100,2016,4,199000.0,1400.0,0,1,7000.0,6,33166.67,0,1,1
34,101,2011,6,168200.0,1400.0,4,1,8800.0,11,15290.91,2,1,1
23,125,2014,5,286250.0,3000.0,0,0,19499.0,8,35781.25,0,1,2
23,126,2002,6,350000.0,2200.0,0,1,4000.0,20,17500.0,0,1,2
5,101,2010,3,185000.0,2200.0,0,0,7500.0,12,15416.67,2,1,2
42,61,2013,4,86000.0,1200.0,4,0,10500.0,9,9555.56,1,1,1
17,101,2020,3,4000.0,1300.0,4,0,19900.0,2,2000.0,1,3,1
28,23,1992,10,375518.0,1800.0,4,1,750.0,30,12517.27,2,1,1
13,101,2005,6,260000.0,1700.0,4,1,2200.0,17,15294.12,2,0,1
40,26,2004,11,290000.0,1994.0,4,1,6000.0,18,16111.11,2,0,2
14,19,2005,10,130000.0,1500.0,4,0,4450.0,17,7647.06,1,0,1
42,37,2011,6,270000.0,1600.0,0,0,10500.0,11,24545.45,0,1,1
42,88,2010,11,177000.0,1800.0,4,0,7200.0,12,14750.0,2,1,1
2,9,1992,10,350742.0,200.0,4,1,2500.0,30,11691.4,1,1,1
32,68,2015,3,180000.0,1500.0,0,0,12300.0,7,25714.29,0,1,1
40,44,2006,11,216000.0,1400.0,4,1,5950.0,16,13500.0,2,0,1
42,61,2008,4,196000.0,1400.0,4,1,4500.0,14,14000.0,2,1,1
14,111,2001,10,235000.0,200.0,4,1,2850.0,21,11190.48,1,0,1
35,50,2016,4,40000.0,1400.0,0,0,2599.0,6,6666.67,1,1,1
42,101,2015,4,40000.0,1600.0,0,0,4999.0,7,5714.29,1,1,1
13,41,1993,2,403946.0,1300.0,4,1,1300.0,29,13929.17,2,0,1
19,99,2006,9,320000.0,2700.0,0,0,5900.0,16,20000.0,0,1,2
13,101,2018,10,25000.0,1498.0,2,0,10500.0,4,6250.0,1,0,1
42,66,2010,10,103000.0,1400.0,4,0,3100.0,12,8583.33,1,1,1
40,44,2007,4,159000.0,1400.0,4,1,2800.0,15,10600.0,1,0,1
42,88,2012,11,78000.0,1400.0,3,0,5700.0,10,7800.0,1,1,1
27,82,2009,4,85000.0,1400.0,4,0,2800.0,13,6538.46,1,0,1
39,101,2016,3,89000.0,1600.0,4,0,7200.0,6,14833.33,2,0,1
14,107,2016,9,125000.0,2200.0,0,0,11000.0,6,20833.33,0,0,2
2,6,2012,10,102000.0,2000.0,4,0,8300.0,10,10200.0,1,1,2
2,9,2006,10,187000.0,3000.0,0,0,7550.0,16,11687.5,1,1,2
43,131,2009,9,89000.0,2400.0,0,0,9900.0,13,6846.15,1,-1,2
28,46,2005,4,103000.0,1400.0,4,1,2200.0,17,6058.82,1,1,1
20,97,2010,9,132500.0,3500.0,2,0,11000.0,12,11041.67,1,0,0
32,62,2004,6,123000.0,1500.0,0,1,1700.0,18,6833.33,1,1,1
10,101,2010,4,125000.0,1200.0,4,1,2200.0,12,10416.67,1,1,1
35,85,2003,11,126500.0,1600.0,4,1,1550.0,19,6657.89,1,1,1
42,101,2013,6,87000.0,2000.0,0,1,7700.0,9,9666.67,1,1,2
6,76,2006,10,185000.0,1400.0,3,1,1350.0,16,11562.5,1,1,1
5,101,2010,10,123000.0,1600.0,0,1,3700.0,12,10250.0,1,1,1
11,70,2010,9,123000.0,1600.0,4,0,7300.0,12,10250.0,1,3,1
35,101,2008,11,123000.0,1400.0,4,1,2550.0,14,8785.71,1,1,1
42,61,2008,4,135000.0,1400.0,4,1,3100.0,14,9642.86,1,1,1
27,21,2004,10,154000.0,1500.0,0,1,1700.0,18,8555.56,1,0,1
2,129,2003,9,175000.0,3000.0,3,0,5100.0,19,9210.53,1,1,2
28,23,2006,11,198000.0,1400.0,4,1,2400.0,16,12375.0,2,1,1
20,36,2012,4,112000.0,1800.0,2,0,6900.0,10,11200.0,1,0,1
1,17,2012,10,85000.0,2000.0,0,0,10500.0,10,8500.0,1,1,2
2,6,2008,10,125000.0,2000.0,4,1,4300.0,14,8928.57,1,1,2
11,83,2013,10,116000.0,2000.0,5,0,7700.0,9,12888.89,2,3,2
0,101,2011,4,35000.0,1400.0,4,1,4200.0,11,3181.82,1,1,1
13,41,2004,10,189000.0,1400.0,4,0,2300.0,18,10500.0,1,0,1
13,20,2002,10,254000.0,1800.0,4,1,1750.0,20,12700.0,2,0,1
35,101,2010,6,156000.0,1200.0,4,0,3900.0,12,13000.0,2,1,1
40,101,2011,4,201000.0,1400.0,0,1,6100.0,11,18272.73,0,0,1
32,62,2007,5,145000.0,1500.0,0,1,2400.0,15,9666.67,1,1,1
14,121,2009,9,140000.0,2000.0,0,1,4700.0,13,10769.23,1,0,2
22,5,2013,10,89000.0,1600.0,4,1,5200.0,9,9888.89,1,0,1
40,24,2013,11,89000.0,1800.0,2,0,7100.0,9,9888.89,1,0,1
38,101,2009,4,123000.0,1000.0,4,1,2200.0,13,9461.54,1,0,1
39,101,2007,9,132000.0,2000.0,0,1,5600.0,15,8800.0,1,0,2
14,101,2005,10,132000.0,1600.0,4,1,1300.0,17,7764.71,1,0,1
40,101,2010,11,124000.0,2700.0,4,0,8800.0,12,10333.33,1,0,2
42,120,1997,11,527123.0,1900.0,0,1,3800.0,25,21084.92,0,1,2
3,101,2014,9,107000.0,1400.0,4,1,8200.0,8,13375.0,2,3,1
6,106,2008,4,330000.0,1400.0,3,1,3250.0,14,23571.43,0,1,1
41,2,1995,10,9999.0,1500.0,4,1,15000.0,27,370.33,1,2,1
23,78,2012,11,177924.0,350.0,0,0,21700.0,10,17792.4,0,1,1
28,134,2006,6,149055.0,1800.0,3,1,5600.0,16,9315.94,1,1,1
14,101,1999,9,420000.0,2500.0,0,1,1400.0,23,18260.87,0,0,2
32,62,2011,11,268600.0,1461.0,0,1,6299.0,11,24418.18,0,1,1
32,101,2016,6,147000.0,1600.0,0,0,14700.0,6,24500.0,0,1,1
1,15,2013,11,173000.0,2000.0,0,0,10800.0,9,19222.22,0,1,2
23,48,2003,10,164000.0,2700.0,0,0,4000.0,19,8631.58,1,1,2
32,80,2012,11,155000.0,1500.0,0,0,5700.0,10,15500.0,2,1,1
28,23,2009,11,123000.0,1300.0,0,1,4250.0,13,9461.54,1,1,1
14,121,2009,9,187000.0,2000.0,0,1,4800.0,13,14384.62,2,0,2
6,77,2012,6,90000.0,1600.0,3,1,3499.0,10,9000.0,1,1,1
2,130,2014,9,122000.0,3000.0,3,0,12999.0,8,15250.0,2,1,2
40,26,2007,10,123000.0,1800.0,4,1,5499.0,15,8200.0,1,0,1
23,101,2016,9,40000.0,2200.0,0,0,15999.0,6,6666.67,1,1,2
23,126,2003,6,163000.0,2200.0,0,1,3299.0,19,8578.95,1,1,2
43,101,2013,11,302179.0,2400.0,5,0,11500.0,9,33575.44,0,-1,2
6,76,2006,10,320000.0,1400.0,3,1,1500.0,16,20000.0,0,1,1
40,27,2005,6,157000.0,2000.0,0,1,3000.0,17,9235.29,1,0,2
28,23,2011,11,184000.0,1300.0,0,1,6000.0,11,16727.27,2,1,1
32,101,2003,6,285500.0,2000.0,3,1,3800.0,19,15026.32,2,1,2
23,104,1994,10,350000.0,3500.0,0,0,5000.0,28,12500.0,2,1,0
1,15,2015,10,211125.0,2000.0,4,1,6666.0,7,30160.71,0,1,2
23,78,2013,11,246138.0,2000.0,4,0,6788.0,9,27348.67,0,1,2
6,47,2012,9,234212.0,1500.0,0,1,5000.0,10,23421.2,0,1,1
14,101,2016,9,99999.0,5000.0,4,0,7845.0,6,16666.5,2,0,0
5,30,2010,6,151000.0,1600.0,0,1,5990.0,12,12583.33,2,1,1
20,84,2017,3,141000.0,2500.0,2,0,31490.0,5,28200.0,0,0,2
11,54,2007,10,76543.0,1400.0,3,1,1600.0,15,5102.87,1,3,1
32,68,2016,3,190000.0,1500.0,0,0,13500.0,6,31666.67,0,1,1
23,55,2019,3,42456.0,2000.0,4,0,18590.0,3,14152.0,2,1,2
23,31,2019,10,15364.0,2000.0,4,0,17000.0,3,5121.33,1,1,2
6,76,2010,11,183000.0,1500.0,0,1,4300.0,12,15250.0,2,1,1
6,47,2014,3,135600.0,1500.0,0,1,7650.0,8,16950.0,2,1,1
32,69,2003,6,255697.0,1900.0,0,1,2400.0,19,13457.74,2,1,2
31,101,2008,10,142000.0,1500.0,4,1,1500.0,14,10142.86,1,-1,1
1,17,2001,11,300000.0,2500.0,0,1,3550.0,21,14285.71,2,1,2
11,54,2003,4,295000.0,1400.0,0,1,2300.0,19,15526.32,2,3,1
32,80,2015,11,122550.0,1500.0,0,0,8200.0,7,17507.14,0,1,1
6,47,2012,3,170350.0,1500.0,0,1,6600.0,10,17035.0,2,1,1
28,43,2012,5,183000.0,1300.0,0,1,4800.0,10,18300.0,0,1,1
5,30,2014,6,200000.0,1600.0,0,1,6900.0,8,25000.0,0,1,1
42,89,2009,10,187000.0,1798.0,4,0,8900.0,13,14384.62,2,1,1
43,105,2008,10,160000.0,200.0,4,0,7200.0,14,11428.57,1,-1,1
2,101,2012,3,180000.0,2000.0,0,0,14500.0,10,18000.0,0,1,2
42,101,2007,4,170500.0,1600.0,4,1,5500.0,15,11366.67,1,1,1
41,3,1989,10,200000.0,1500.0,4,1,10000.0,33,6060.61,1,2,1
23,48,1999,10,340350.0,2200.0,0,1,3700.0,23,14797.83,2,1,2
20,97,2019,9,30000.0,2000.0,4,0,45000.0,3,10000.0,1,0,2
18,86,2018,10,19000.0,2400.0,4,0,21000.0,4,4750.0,1,0,2
34,64,2012,11,171000.0,1300.0,0,1,5400.0,10,17100.0,2,1,1
27,96,2009,4,200000.0,1500.0,0,1,6800.0,13,15384.62,2,0,1
2,101,2016,2,200000.0,2000.0,0,0,20000.0,6,33333.33,0,1,2
40,26,2010,10,199750.0,2231.0,0,1,10500.0,12,16645.83,2,0,2
28,81,2011,4,190000.0,1300.0,0,1,5400.0,11,17272.73,0,1,1
32,101,2013,6,140000.0,2000.0,0,0,11000.0,9,15555.56,2,1,2
40,26,2011,11,306000.0,2200.0,0,1,6000.0,11,27818.18,0,0,2
42,61,1998,4,299000.0,1600.0,4,1,1850.0,24,12458.33,2,1,1
40,44,2005,4,231600.0,1400.0,0,0,5200.0,17,13623.53,2,0,1
2,6,1996,10,280000.0,1800.0,4,1,1900.0,26,10769.23,1,1,1
40,44,2015,10,137000.0,1400.0,0,1,10000.0,7,19571.43,0,0,1
13,35,2017,3,90000.0,1500.0,4,0,18450.0,5,18000.0,0,0,1
42,120,2004,11,320000.0,1900.0,0,1,5200.0,18,17777.78,0,1,2
23,78,2004,9,190000.0,2700.0,0,0,4000.0,18,10555.56,1,1,2
13,35,2008,9,270000.0,2200.0,0,1,9000.0,14,19285.71,0,0,2
6,101,2013,1,145500.0,1461.0,0,1,5700.0,9,16166.67,2,1,1
25,72,1993,10,339829.0,1600.0,3,1,500.0,29,11718.24,1,0,1
18,101,2017,3,60000.0,1600.0,2,0,13950.0,5,12000.0,2,0,1
28,43,2008,1,250000.0,1300.0,0,1,3000.0,14,17857.14,0,1,1
32,62,2016,6,192279.0,1500.0,0,0,9300.0,6,32046.5,0,1,1
40,101,2011,4,165000.0,1400.0,0,1,6900.0,11,15000.0,2,0,1
40,24,2015,11,160000.0,1798.0,2,0,12500.0,7,22857.14,0,0,1
40,24,2013,4,148000.0,1798.0,2,0,10500.0,9,16444.44,2,0,1
41,101,2008,4,87000.0,1600.0,4,1,2500.0,14,6214.29,1,2,1
6,76,2006,10,200000.0,1390.0,3,1,2800.0,16,12500.0,2,1,1
32,80,2007,11,250000.0,1500.0,0,1,3950.0,15,16666.67,2,1,1
23,31,2005,10,290000.0,2200.0,0,1,2000.0,17,17058.82,2,1,2
28,43,2008,1,204000.0,1300.0,0,1,4300.0,14,14571.43,2,1,1
40,38,2017,10,148500.0,2500.0,4,0,17500.0,5,29700.0,0,0,2
35,50,2008,4,183000.0,1422.0,0,1,3900.0,14,13071.43,2,1,1
29,101,2005,10,260000.0,1997.0,3,1,3499.0,17,15294.12,2,1,2
39,101,2005,3,170000.0,1500.0,4,1,3950.0,17,10000.0,1,0,1
32,69,2003,11,270000.0,1500.0,0,1,2400.0,19,14210.53,2,1,1
2,6,2015,10,142000.0,1998.0,5,0,18350.0,7,20285.71,0,1,2
43,101,2014,4,181000.0,2000.0,0,1,12000.0,8,22625.0,0,-1,2
42,101,2006,4,231000.0,1400.0,4,1,5000.0,16,14437.5,2,1,1
28,23,2005,10,200000.0,1600.0,4,1,4100.0,17,11764.71,1,1,1
23,48,2000,10,225000.0,3200.0,3,0,4750.0,22,10227.27,1,1,2
20,63,2013,10,111000.0,2494.0,2,0,21000.0,9,12333.33,2,0,2
40,45,2002,6,350000.0,1800.0,4,1,3800.0,20,17500.0,0,0,1
22,8,1991,4,233000.0,1600.0,4,1,1700.0,31,7516.13,1,0,1
2,9,2000,10,392555.0,2500.0,0,0,6200.0,22,17843.41,0,1,2
6,47,2014,9,145000.0,1500.0,0,1,8500.0,8,18125.0,0,1,1
6,47,2014,3,80000.0,1500.0,0,1,8500.0,8,10000.0,1,1,1
2,129,2008,9,215000.0,3000.0,0,0,16700.0,14,15357.14,2,1,2
27,67,2012,9,125000.0,1600.0,4,1,7000.0,10,12500.0,2,0,1
42,61,2004,4,309000.0,1400.0,4,1,4500.0,18,17166.67,0,1,1
1,101,1997,4,310000.0,1800.0,3,1,2200.0,25,12400.0,2,1,1
27,101,2001,10,278000.0,2000.0,3,0,3750.0,21,13238.1,2,0,2
43,101,2014,11,206000.0,2400.0,5,0,13800.0,8,25750.0,0,-1,2
40,102,2011,9,200000.0,2200.0,0,1,13000.0,11,18181.82,0,0,2
42,120,2003,6,271854.0,1900.0,0,1,5550.0,19,14308.11,2,1,2
32,80,2010,4,240000.0,1500.0,0,0,4500.0,12,20000.0,0,1,1
32,80,2005,10,271924.0,1500.0,0,1,2500.0,17,15995.53,2,1,1
41,101,1993,11,120000.0,1495.0,4,1,650.0,29,4137.93,1,2,1
2,9,2011,11,215000.0,2500.0,0,0,11500.0,11,19545.45,0,1,2
35,85,2007,10,215000.0,1600.0,3,1,3490.0,15,14333.33,2,1,1
41,101,1991,4,45000.0,1300.0,4,1,1300.0,31,1451.61,1,2,1
1,101,2019,9,35000.0,2999.0,0,0,85000.0,3,11666.67,1,1,2
43,132,2004,3,180000.0,2896.0,3,0,6450.0,18,10000.0,1,-1,2
6,76,2006,10,116000.0,1400.0,4,1,3750.0,16,7250.0,1,1,1
32,108,2004,6,200000.0,1500.0,0,1,3100.0,18,11111.11,1,1,1
11,70,2014,3,68000.0,1999.0,3,0,13999.0,8,8500.0,1,3,2
11,101,2014,3,68000.0,1999.0,3,0,13999.0,8,8500.0,1,3,2
6,47,2017,9,150000.0,1461.0,0,1,10999.0,5,30000.0,0,1,1
42,61,2013,4,80000.0,2000.0,4,0,11800.0,9,8888.89,1,1,2
42,118,2011,6,176000.0,1400.0,4,0,8300.0,11,16000.0,2,1,1
6,76,2007,11,291000.0,1500.0,0,1,3600.0,15,19400.0,0,1,1
23,48,2009,10,256000.0,1800.0,3,0,8800.0,13,19692.31,0,1,1
1,17,2008,10,265000.0,2000.0,0,0,9250.0,14,18928.57,0,1,2
40,26,2012,11,180000.0,2000.0,0,1,7800.0,10,18000.0,0,0,2
28,101,2008,6,287000.0,2500.0,0,1,4700.0,14,20500.0,0,1,2
23,126,2003,5,380000.0,2200.0,0,1,3499.0,19,20000.0,0,1,2
29,101,1993,4,250000.0,1400.0,4,1,1250.0,29,8620.69,1,1,1
1,93,2013,11,190000.0,2000.0,0,0,22500.0,9,21111.11,0,1,2
25,87,2010,9,3541.0,3500.0,4,0,7145.0,12,295.08,1,0,0
42,101,2008,10,12341.0,1400.0,0,1,3200.0,14,881.5,1,1,1
34,101,1996,4,240000.0,1998.0,4,1,2500.0,26,9230.77,1,1,2
