Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,annual_mileage,Cars_built,engine_capacity
20,97,2009,3,188203.0,3500.0,2,0,18499.0,13,14477.15,2,0,0
32,68,2015,11,202680.0,1461.0,0,0,12499.0,7,28954.29,0,1,1
1,15,2013,10,164221.0,1984.0,4,0,20999.0,9,18246.78,0,1,2
2,129,2016,3,145159.0,2000.0,5,0,36500.0,6,24193.17,0,1,2
20,84,2016,3,82952.0,2500.0,2,0,24899.0,6,13825.33,2,0,2
20,97,2006,11,236000.0,3300.0,2,0,12299.0,16,14750.0,2,0,2
21,101,2014,10,140092.0,2000.0,2,0,12499.0,8,17511.5,0,3,2
30,39,2011,3,147148.0,3000.0,2,0,24500.0,11,13377.09,2,1,2
23,126,2015,5,219289.0,2143.0,0,1,20999.0,7,31327.0,0,1,2
20,84,2016,3,165000.0,2494.0,2,0,22999.0,6,27500.0,0,0,2
27,67,2015,3,14809.0,1600.0,4,0,12499.0,7,2115.57,1,0,1
20,97,2007,3,331179.0,3300.0,2,0,13099.0,15,22078.6,0,0,2
35,114,2016,10,160241.0,2000.0,0,0,20299.0,6,26706.83,0,1,2
21,101,2014,10,70677.0,2000.0,2,0,13999.0,8,8834.62,1,3,2
22,11,1998,10,201586.0,1998.0,3,0,3199.0,24,8399.42,1,0,2
21,101,2016,10,75426.0,2000.0,2,0,18999.0,6,12571.0,2,3,2
25,87,2011,9,206145.0,2000.0,4,0,8999.0,11,18740.45,0,0,2
40,73,2002,9,326057.0,4200.0,0,0,15999.0,20,16302.85,2,0,0
23,101,2016,10,102789.0,2000.0,4,0,27999.0,6,17131.5,2,1,2
2,12,2016,10,58000.0,3000.0,0,0,59950.0,6,9666.67,1,1,2
24,101,2010,2,175675.0,1600.0,4,1,6499.0,12,14639.58,2,1,1
23,31,2018,10,59341.0,2200.0,2,0,32499.0,4,14835.25,2,1,2
35,85,2017,10,126645.0,1400.0,4,0,13000.0,5,25329.0,0,1,1
23,31,2010,11,194105.0,2200.0,4,0,12999.0,12,16175.42,2,1,2
1,93,2017,3,133373.0,2000.0,0,0,29500.0,5,26674.6,0,1,2
23,29,2019,4,6291.0,1300.0,4,0,24299.0,3,2097.0,1,1,1
35,50,2015,4,139898.0,1400.0,0,0,8499.0,7,19985.43,0,1,1
40,92,2011,4,143296.0,1800.0,2,0,8799.0,11,13026.91,2,0,1
11,83,2013,10,80226.0,1596.0,4,1,7949.0,9,8914.0,1,3,1
35,114,2006,10,216204.0,1800.0,4,1,6199.0,16,13512.75,2,1,1
13,35,2014,3,128796.0,2200.0,0,0,18499.0,8,16099.5,2,0,2
23,31,2005,10,197058.0,1800.0,4,1,6499.0,17,11591.65,1,1,1
2,12,2020,10,6917.0,3000.0,0,0,91900.0,2,3458.5,1,1,2
43,105,2019,10,14419.0,2000.0,4,0,31900.0,3,4806.33,1,-1,2
1,17,2005,10,265901.0,2400.0,3,1,6899.0,17,15641.24,2,1,2
23,31,2015,10,163600.0,2200.0,0,1,15699.0,7,23371.43,0,1,2
23,29,2013,11,135000.0,1800.0,0,0,14999.0,9,15000.0,2,1,1
1,101,2015,4,117435.0,1400.0,3,0,13899.0,7,16776.43,2,1,1
2,101,2014,3,191403.0,2000.0,4,0,20799.0,8,23925.38,0,1,2
14,135,2011,3,165819.0,2000.0,3,0,10299.0,11,15074.45,2,0,2
23,104,1993,10,221539.0,3200.0,3,0,7599.0,29,7639.28,1,1,2
1,15,2002,10,336368.0,1781.0,4,1,4999.0,20,16818.4,2,1,1
32,68,2017,3,162282.0,1500.0,0,0,13299.0,5,32456.4,0,1,1
20,84,2014,3,187112.0,2500.0,2,0,24900.0,8,23389.0,0,0,2
23,48,2009,10,333999.0,2200.0,0,0,9599.0,13,25692.23,0,1,2
32,80,2012,11,206565.0,1500.0,0,0,8299.0,10,20656.5,0,1,1
11,101,2015,7,113957.0,5000.0,4,0,25499.0,7,16279.57,2,3,0
24,101,2004,4,155407.0,1600.0,4,0,5599.0,18,8633.72,1,1,1
23,31,1996,10,254000.0,2000.0,3,0,3999.0,26,9769.23,1,1,2
40,38,2007,10,170015.0,2400.0,3,0,7899.0,15,11334.33,1,0,2
13,20,2009,10,164961.0,2000.0,4,0,9399.0,13,12689.31,2,0,2
23,101,2015,5,177555.0,2143.0,0,0,27899.0,7,25365.0,0,1,2
40,27,2004,6,245233.0,2000.0,0,0,7599.0,18,13624.06,2,0,2
23,31,2011,11,178119.0,2149.0,0,1,11699.0,11,16192.64,2,1,2
27,67,2011,3,139433.0,1500.0,4,1,7999.0,11,12675.73,2,0,1
13,35,2014,3,181146.0,1997.0,4,0,16299.0,8,22643.25,0,0,2
14,121,2018,3,63633.0,1591.0,4,0,23999.0,4,15908.25,2,0,1
40,74,2011,9,247647.0,2983.0,0,0,25499.0,11,22513.36,0,0,2
13,20,2019,10,25885.0,1500.0,4,0,18399.0,3,8628.33,1,0,1
42,66,2012,10,265518.0,1600.0,4,0,7599.0,10,26551.8,0,1,1
23,31,2015,11,249519.0,2200.0,0,0,18299.0,7,35645.57,0,1,2
30,39,2009,3,69958.0,3000.0,0,0,23299.0,13,5381.38,1,1,2
40,26,2004,11,208437.0,1794.0,4,1,5749.0,18,11579.83,1,0,1
42,61,2009,4,115014.0,2000.0,4,1,7799.0,13,8847.23,1,1,2
1,17,2015,10,178363.0,2000.0,0,0,21500.0,7,25480.43,0,1,2
42,88,2017,10,217734.0,2000.0,0,0,23499.0,5,43546.8,0,1,2
1,18,2018,10,39000.0,3000.0,4,0,69900.0,4,9750.0,1,1,2
14,121,2017,3,121341.0,2000.0,4,0,16899.0,5,24268.2,0,0,2
42,61,2019,4,53024.0,1600.0,0,0,19499.0,3,17674.67,0,1,1
23,31,2013,10,73565.0,1800.0,4,0,12499.0,9,8173.89,1,1,1
25,72,2008,10,89705.0,2000.0,4,1,8699.0,14,6407.5,1,0,2
2,9,2011,10,261672.0,2000.0,0,0,17199.0,11,23788.36,0,1,2
13,20,2015,10,132000.0,2000.0,2,0,12699.0,7,18857.14,0,0,2
34,101,2009,10,141831.0,1800.0,3,1,8799.0,13,10910.08,1,1,1
42,118,2015,11,181389.0,1400.0,3,0,9899.0,7,25912.71,0,1,1
19,101,2012,3,132502.0,2179.0,0,0,17999.0,10,13250.2,2,1,2
43,132,2015,11,200000.0,1969.0,0,0,30900.0,7,28571.43,0,-1,2
34,101,2000,1,132354.0,1900.0,0,1,1999.0,22,6016.09,1,1,2
19,98,2014,3,110809.0,4367.0,0,0,53299.0,8,13851.12,2,1,0
2,9,2004,10,411866.0,2500.0,0,0,8799.0,18,22881.44,0,1,2
14,60,2007,4,343445.0,1400.0,4,1,3499.0,15,22896.33,0,0,1
2,6,2004,10,273254.0,1995.0,0,1,5999.0,18,15180.78,2,1,2
40,92,2008,4,320230.0,1500.0,2,0,5799.0,14,22873.57,0,0,1
40,44,2015,10,184446.0,1800.0,3,0,8999.0,7,26349.43,0,0,1
40,92,2016,4,59819.0,1800.0,2,0,14999.0,6,9969.83,1,0,1
42,88,2008,10,199116.0,1400.0,4,0,7099.0,14,14222.57,2,1,1
35,101,2011,3,12000.0,1200.0,4,1,7499.0,11,1090.91,1,1,1
35,50,2015,11,153569.0,1400.0,0,1,7299.0,7,21938.43,0,1,1
32,42,2014,11,177000.0,1500.0,0,1,8499.0,8,22125.0,0,1,1
32,62,2013,11,223493.0,1500.0,0,1,7299.0,9,24832.56,0,1,1
11,54,2018,10,76723.0,2000.0,2,0,17999.0,4,19180.75,0,3,2
2,129,2006,9,209270.0,3000.0,4,0,11999.0,16,13079.38,2,1,2
1,15,2013,10,111471.0,2000.0,4,0,12999.0,9,12385.67,2,1,2
23,48,2017,10,63000.0,2000.0,4,0,32499.0,5,12600.0,2,1,2
42,88,2015,10,137806.0,1798.0,4,0,12999.0,7,19686.57,0,1,1
42,101,2012,6,163696.0,2000.0,0,0,23500.0,10,16369.6,2,1,2
28,23,2005,11,246265.0,1800.0,3,1,4999.0,17,14486.18,2,1,1
11,54,2016,10,72935.0,2000.0,5,0,16999.0,6,12155.83,2,3,2
23,101,2013,9,97760.0,3000.0,0,0,34999.0,9,10862.22,1,1,2
23,48,2016,10,266935.0,2000.0,0,0,22500.0,6,44489.17,0,1,2
23,48,2018,10,115409.0,1950.0,0,0,36299.0,4,28852.25,0,1,2
11,54,2018,10,39027.0,2000.0,2,0,14900.0,4,9756.75,1,3,2
2,12,2016,10,107179.0,3000.0,0,0,47900.0,6,17863.17,0,1,2
42,89,2014,10,65979.0,1800.0,4,0,16499.0,8,8247.38,1,1,1
40,24,2015,11,187922.0,1364.0,0,1,8699.0,7,26846.0,0,0,1
2,128,2007,3,327960.0,1995.0,0,0,9999.0,15,21864.0,0,1,2
42,88,2012,11,182875.0,1400.0,3,1,8899.0,10,18287.5,0,1,1
23,31,2011,11,204000.0,2200.0,0,0,12999.0,11,18545.45,0,1,2
42,101,2009,11,149871.0,1400.0,4,1,8099.0,13,11528.54,1,1,1
32,68,2015,3,141530.0,1500.0,0,0,13199.0,7,20218.57,0,1,1
15,101,2013,3,261072.0,2500.0,2,0,19999.0,9,29008.0,0,0,2
40,25,2014,10,77495.0,2500.0,2,0,17999.0,8,9686.88,1,0,2
40,92,2013,4,143120.0,1800.0,2,0,11999.0,9,15902.22,2,0,1
23,48,2016,10,12351.0,2000.0,4,0,25499.0,6,2058.5,1,1,2
23,48,2015,10,256500.0,2200.0,2,0,19499.0,7,36642.86,0,1,2
18,101,2017,3,219916.0,1600.0,2,0,14499.0,5,43983.2,0,0,1
2,12,1998,10,293263.0,2800.0,3,0,5699.0,24,12219.29,2,1,2
42,110,2009,6,235406.0,2000.0,0,1,7699.0,13,18108.15,0,1,2
23,55,2016,3,170351.0,2200.0,0,0,28999.0,6,28391.83,0,1,2
2,6,2015,10,32337.0,2000.0,4,0,13999.0,7,4619.57,1,1,2
23,48,2013,10,208301.0,2200.0,0,0,18499.0,9,23144.56,0,1,2
23,55,2016,3,162772.0,2143.0,0,0,29499.0,6,27128.67,0,1,2
40,24,2013,4,182109.0,1400.0,0,0,11899.0,9,20234.33,0,0,1
32,108,2013,11,183486.0,1500.0,0,0,9899.0,9,20387.33,0,1,1
23,126,2009,6,251853.0,2148.0,0,1,8499.0,13,19373.31,0,1,2
1,17,2007,10,184315.0,2000.0,4,1,8850.0,15,12287.67,2,1,2
32,68,2015,3,130568.0,1500.0,0,0,14199.0,7,18652.57,0,1,1
1,17,2012,10,148304.0,2000.0,4,0,13299.0,10,14830.4,2,1,2
6,47,2012,3,139433.0,1500.0,0,1,7199.0,10,13943.3,2,1,1
14,19,2018,10,39188.0,1600.0,4,0,10499.0,4,9797.0,1,0,1
23,101,2004,2,385495.0,2688.0,0,0,11999.0,18,21416.39,0,1,2
40,24,2011,4,130701.0,1400.0,0,1,7799.0,11,11881.91,2,0,1
35,114,2014,10,203405.0,1600.0,0,0,14199.0,8,25425.62,0,1,1
23,48,2009,10,230654.0,1800.0,3,0,9599.0,13,17742.62,0,1,1
35,101,2007,10,219020.0,2000.0,4,1,7299.0,15,14601.33,2,1,2
6,101,2013,11,135956.0,1200.0,4,1,6299.0,9,15106.22,2,1,1
32,108,2014,11,156200.0,1500.0,0,1,8499.0,8,19525.0,0,1,1
5,101,2016,3,58552.0,1600.0,0,0,13899.0,6,9758.67,1,1,1
1,93,2013,3,120697.0,2000.0,4,0,20000.0,9,13410.78,2,1,2
13,20,2018,10,61503.0,1993.0,2,0,18500.0,4,15375.75,2,0,2
20,97,2010,3,225000.0,3500.0,2,0,19999.0,12,18750.0,0,0,0
23,48,2013,10,204545.0,2200.0,2,0,16999.0,9,22727.22,0,1,2
42,66,2013,10,197710.0,1395.0,2,0,8250.0,9,21967.78,0,1,1
40,74,2012,3,171875.0,2700.0,3,0,22000.0,10,17187.5,0,0,2
13,35,2014,3,180570.0,1600.0,0,1,14200.0,8,22571.25,0,0,1
1,15,2012,11,257750.0,2000.0,0,0,17499.0,10,25775.0,0,1,2
23,48,2012,10,178031.0,2143.0,0,0,17500.0,10,17803.1,0,1,2
32,108,2012,4,209205.0,1500.0,0,1,7699.0,10,20920.5,0,1,1
14,121,2018,3,87799.0,1600.0,4,0,19500.0,4,21949.75,0,0,1
1,17,2009,10,147396.0,2000.0,4,0,12999.0,13,11338.15,1,1,2
2,9,2002,10,333531.0,2200.0,3,0,4999.0,20,16676.55,2,1,2
14,107,2013,3,99745.0,2000.0,4,0,15699.0,9,11082.78,1,0,2
11,101,2015,3,160004.0,2000.0,4,0,15999.0,7,22857.71,0,3,2
43,132,2013,3,141437.0,2400.0,0,0,23000.0,9,15715.22,2,-1,2
32,80,2015,4,118416.0,1461.0,0,1,9899.0,7,16916.57,2,1,1
2,101,2015,2,90772.0,2000.0,4,0,18499.0,7,12967.43,2,1,2
2,6,2012,10,173305.0,1995.0,0,1,11499.0,10,17330.5,0,1,2
23,48,2006,10,434396.0,2200.0,0,0,8999.0,16,27149.75,0,1,2
20,101,2007,9,194533.0,4678.0,3,0,25650.0,15,12968.87,2,0,0
6,101,2017,4,65000.0,898.0,4,1,7199.0,5,13000.0,2,1,1
32,80,2014,4,208585.0,1461.0,0,0,7799.0,8,26073.12,0,1,1
42,88,1991,10,333542.0,1800.0,3,1,1899.0,31,10759.42,1,1,1
42,61,2009,4,144890.0,1390.0,4,1,6799.0,13,11145.38,1,1,1
18,113,2016,3,40630.0,1700.0,0,0,16750.0,6,6771.67,1,0,1
42,101,2008,6,189412.0,2500.0,0,1,12400.0,14,13529.43,2,1,2
2,9,2013,10,128886.0,2000.0,0,0,17499.0,9,14320.67,2,1,2
39,101,2015,3,80742.0,1600.0,4,1,12399.0,7,11534.57,1,0,1
42,61,2013,4,187399.0,1400.0,4,0,9999.0,9,20822.11,0,1,1
23,126,2019,6,99808.0,2000.0,0,0,28499.0,3,33269.33,0,1,2
42,88,2017,10,120200.0,1800.0,4,0,12999.0,5,24040.0,0,1,1
30,101,2015,10,46000.0,4800.0,4,0,67899.0,7,6571.43,1,1,0
23,104,2013,10,248413.0,3000.0,0,0,33500.0,9,27601.44,0,1,2
20,101,2010,3,220990.0,4608.0,3,0,27499.0,12,18415.83,0,0,0
42,61,2009,4,110601.0,1400.0,4,1,7150.0,13,8507.77,1,1,1
2,130,2008,3,132917.0,2979.0,4,0,18900.0,14,9494.07,1,1,2
15,101,2016,4,14733.0,2000.0,4,0,18499.0,6,2455.5,1,0,2
42,118,2011,6,200907.0,1200.0,4,1,7599.0,11,18264.27,0,1,1
40,24,2015,4,161881.0,1800.0,2,0,11799.0,7,23125.86,0,0,1
2,129,2011,3,202957.0,3000.0,0,0,24499.0,11,18450.64,0,1,2
27,95,2016,3,154043.0,1500.0,0,1,13699.0,6,25673.83,0,0,1
2,130,2017,3,70714.0,3000.0,0,0,56999.0,5,14142.8,2,1,2
5,101,2011,5,214791.0,1560.0,0,0,6999.0,11,19526.45,0,1,1
11,83,2010,10,178125.0,1999.0,3,1,7899.0,12,14843.75,2,3,2
32,68,2018,3,36011.0,1200.0,4,1,11799.0,4,9002.75,1,1,1
19,101,2012,3,93112.0,2179.0,0,0,19499.0,10,9311.2,1,1,2
23,78,2012,11,234428.0,2200.0,0,0,25299.0,10,23442.8,0,1,2
31,101,2006,10,399470.0,1900.0,0,0,3599.0,16,24966.88,0,-1,2
2,12,2012,10,125076.0,3000.0,4,0,24500.0,10,12507.6,2,1,2
6,76,2008,4,203644.0,1500.0,0,1,4599.0,14,14546.0,2,1,1
42,88,2015,11,183979.0,2000.0,0,0,18499.0,7,26282.71,0,1,2
14,121,2018,3,10500.0,1600.0,0,0,22900.0,4,2625.0,1,0,1
40,32,2017,3,130591.0,1800.0,2,0,18499.0,5,26118.2,0,0,1
32,80,2016,11,175000.0,1461.0,0,1,11599.0,6,29166.67,0,1,1
15,101,2016,3,102151.0,2500.0,2,0,29999.0,6,17025.17,2,0,2
2,101,2017,4,61827.0,647.0,2,0,20599.0,5,12365.4,2,1,1
43,101,2013,11,151658.0,2400.0,5,0,14499.0,9,16850.89,2,-1,2
40,92,2013,4,123821.0,1798.0,5,0,9999.0,9,13757.89,2,0,1
38,101,2007,3,230384.0,3000.0,3,0,8299.0,15,15358.93,2,0,2
11,54,2014,10,213000.0,2000.0,2,0,11399.0,8,26625.0,0,3,2
14,107,2017,3,22843.0,2000.0,4,0,20999.0,5,4568.6,1,0,2
35,114,2015,10,159272.0,1600.0,0,0,16950.0,7,22753.14,0,1,1
40,92,2008,4,244000.0,1500.0,2,0,6999.0,14,17428.57,0,0,1
20,49,2007,10,171934.0,3456.0,4,0,12699.0,15,11462.27,1,0,2
20,97,2016,3,141764.0,3500.0,2,0,47999.0,6,23627.33,0,0,0
23,57,2011,3,192000.0,2143.0,0,0,15650.0,11,17454.55,0,1,2
23,55,2015,3,60570.0,2149.0,0,0,31900.0,7,8652.86,1,1,2
23,104,2014,10,106029.0,2987.0,0,0,43900.0,8,13253.62,2,1,2
42,101,2000,10,317409.0,1595.0,4,0,4150.0,22,14427.68,2,1,1
32,80,2014,11,211688.0,1500.0,0,0,8799.0,8,26461.0,0,1,1
11,101,2017,3,115494.0,1500.0,4,0,13499.0,5,23098.8,0,3,1
42,118,2011,11,143981.0,1390.0,4,0,9500.0,11,13089.18,2,1,1
43,101,2013,4,199749.0,1560.0,0,1,10999.0,9,22194.33,0,-1,1
13,35,2012,3,150389.0,2200.0,0,1,14499.0,10,15038.9,2,0,2
32,108,2010,11,175589.0,1500.0,0,0,6699.0,12,14632.42,2,1,1
23,48,2009,10,368591.0,2149.0,0,0,12499.0,13,28353.15,0,1,2
13,20,2018,10,6639.0,2000.0,4,0,20499.0,4,1659.75,1,0,2
23,48,2011,10,190714.0,1800.0,4,0,14900.0,11,17337.64,0,1,1
27,101,2003,3,175459.0,2400.0,4,1,4799.0,19,9234.68,1,0,2
2,129,2013,3,92532.0,3000.0,4,0,16999.0,9,10281.33,1,1,2
23,31,2013,10,90109.0,1800.0,4,0,12999.0,9,10012.11,1,1,1
42,101,2002,4,259080.0,1200.0,0,1,2499.0,20,12954.0,2,1,1
25,87,2013,3,232852.0,2000.0,5,0,14499.0,9,25872.44,0,0,2
24,101,2013,4,151582.0,2000.0,0,0,13999.0,9,16842.44,2,1,2
13,35,2005,3,220072.0,2000.0,4,1,7599.0,17,12945.41,2,0,2
2,128,2012,3,224000.0,2000.0,4,0,14999.0,10,22400.0,0,1,2
32,101,2006,10,160000.0,1400.0,4,1,3499.0,16,10000.0,1,1,1
24,101,2013,0,89382.0,1600.0,4,1,14899.0,9,9931.33,1,1,1
24,101,2013,0,89000.0,1600.0,4,1,14899.0,9,9888.89,1,1,1
40,133,2010,4,121000.0,1000.0,4,1,4599.0,12,10083.33,1,0,1
32,80,2010,11,185000.0,1500.0,0,0,6899.0,12,15416.67,2,1,1
28,81,2010,4,138648.0,1400.0,3,1,4399.0,12,11554.0,1,1,1
3,28,2012,10,69599.0,1400.0,4,1,6699.0,10,6959.9,1,3,1
11,54,2017,10,28800.0,2000.0,5,0,17499.0,5,5760.0,1,3,2
32,108,2012,11,185000.0,1500.0,0,0,8399.0,10,18500.0,0,1,1
23,101,2017,3,102487.0,3000.0,4,0,52999.0,5,20497.4,0,1,2
23,29,2012,11,186408.0,1600.0,4,0,10899.0,10,18640.8,0,1,1
2,12,1998,10,331079.0,2800.0,3,0,6699.0,24,13794.96,2,1,2
42,88,2009,11,210906.0,1400.0,3,0,5599.0,13,16223.54,2,1,1
2,128,2011,3,175099.0,2000.0,0,0,16499.0,11,15918.09,2,1,2
43,131,2014,3,177000.0,2400.0,0,0,20199.0,8,22125.0,0,-1,2
35,114,2011,11,194131.0,2000.0,0,0,10899.0,11,17648.27,0,1,2
40,24,2011,4,200000.0,1800.0,2,0,8699.0,11,18181.82,0,0,1
42,37,2012,11,181304.0,1600.0,0,1,11099.0,10,18130.4,0,1,1
27,95,2014,3,38577.0,1600.0,0,0,14999.0,8,4822.12,1,0,1
42,88,2009,11,226560.0,1400.0,4,0,6799.0,13,17427.69,0,1,1
3,101,2009,10,260992.0,2000.0,4,1,4999.0,13,20076.31,0,3,2
40,26,2014,11,73000.0,2000.0,4,0,10499.0,8,9125.0,1,0,2
42,66,2012,10,285209.0,1400.0,2,0,7699.0,10,28520.9,0,1,1
18,103,2013,4,182000.0,1200.0,0,1,6499.0,9,20222.22,0,0,1
40,92,2017,4,125458.0,1800.0,2,0,14999.0,5,25091.6,0,0,1
14,101,2012,11,211000.0,1700.0,0,0,8799.0,10,21100.0,0,0,1
28,65,2015,10,223032.0,1600.0,4,0,10399.0,7,31861.71,0,1,1
40,24,2015,11,159386.0,1400.0,0,1,10299.0,7,22769.43,0,0,1
11,54,2014,10,76293.0,1500.0,4,0,10399.0,8,9536.62,1,3,1
27,95,2016,3,144950.0,1200.0,4,0,13699.0,6,24158.33,0,0,1
13,35,2013,3,155000.0,2200.0,0,0,18299.0,9,17222.22,0,0,2
6,75,2012,11,161738.0,1200.0,4,1,6299.0,10,16173.8,2,1,1
42,116,2010,3,155474.0,1400.0,4,1,8999.0,12,12956.17,2,1,1
42,88,2006,10,332093.0,2000.0,0,0,7899.0,16,20755.81,0,1,2
2,128,2008,3,163930.0,2000.0,0,1,9499.0,14,11709.29,1,1,2
1,93,2015,3,194826.0,2000.0,0,0,22999.0,7,27832.29,0,1,2
32,108,2004,4,221000.0,1500.0,0,1,2999.0,18,12277.78,2,1,1
27,67,2011,3,153000.0,1600.0,4,0,9999.0,11,13909.09,2,0,1
14,111,2013,10,92000.0,2000.0,4,0,9099.0,9,10222.22,1,0,2
13,35,2017,3,104434.0,1500.0,4,0,18999.0,5,20886.8,0,0,1
27,101,2006,4,260501.0,1500.0,0,1,4799.0,16,16281.31,2,0,1
27,67,2011,3,171000.0,1600.0,4,0,9299.0,11,15545.45,2,0,1
2,101,2016,11,171921.0,1500.0,0,0,14199.0,6,28653.5,0,1,1
2,101,2016,2,86867.0,2000.0,0,0,24499.0,6,14477.83,2,1,2
42,88,2018,10,107783.0,1600.0,0,0,18999.0,4,26945.75,0,1,1
23,48,2007,11,298080.0,2200.0,0,0,10199.0,15,19872.0,0,1,2
40,101,2014,11,160000.0,1600.0,0,1,12199.0,8,20000.0,0,0,1
13,41,2016,10,75000.0,1500.0,4,0,12499.0,6,12500.0,2,0,1
35,50,2011,11,239535.0,1200.0,0,1,5299.0,11,21775.91,0,1,1
40,24,2015,11,114307.0,1400.0,0,1,9999.0,7,16329.57,2,0,1
42,120,2008,6,135913.0,2000.0,3,1,10999.0,14,9708.07,1,1,2
40,92,2008,4,281452.0,1500.0,2,0,6699.0,14,20103.71,0,0,1
18,86,2017,10,15000.0,2000.0,2,0,18499.0,5,3000.0,1,0,2
1,17,2019,10,6543.0,2000.0,4,0,41999.0,3,2181.0,1,1,2
23,109,1994,10,261457.0,2000.0,4,1,4599.0,28,9337.75,1,1,2
20,49,2018,10,34513.0,2500.0,2,0,32900.0,4,8628.25,1,0,2
1,15,1996,11,290000.0,1800.0,4,1,5699.0,26,11153.85,1,1,1
40,24,2013,11,165083.0,1800.0,2,0,10499.0,9,18342.56,0,0,1
40,24,2008,4,289000.0,1400.0,0,1,5700.0,14,20642.86,0,0,1
40,38,2004,10,350000.0,2400.0,3,0,7499.0,18,19444.44,0,0,2
14,107,2013,3,127518.0,2000.0,4,0,15699.0,9,14168.67,2,0,2
1,15,2016,10,82960.0,2000.0,4,0,20400.0,6,13826.67,2,1,2
18,86,2012,10,166000.0,2400.0,2,0,9999.0,10,16600.0,2,0,2
23,29,2009,11,193000.0,1500.0,4,1,6799.0,13,14846.15,2,1,1
18,101,2017,4,124000.0,1600.0,2,0,17499.0,5,24800.0,0,0,1
40,27,2004,11,234000.0,2000.0,0,1,6599.0,18,13000.0,2,0,2
42,88,2015,11,209000.0,2000.0,0,0,15999.0,7,29857.14,0,1,2
6,47,2012,3,142000.0,1500.0,0,1,9799.0,10,14200.0,2,1,1
1,94,2017,3,87695.0,2000.0,4,0,38999.0,5,17539.0,0,1,2
20,36,2011,4,208771.0,1800.0,2,0,10499.0,11,18979.18,0,0,1
42,61,2008,4,180163.0,1400.0,4,1,5799.0,14,12868.79,2,1,1
40,101,2008,4,140038.0,1000.0,4,1,4100.0,14,10002.71,1,0,1
2,130,2008,3,132413.0,3000.0,4,0,18900.0,14,9458.07,1,1,2
20,97,2006,3,136942.0,3311.0,3,0,11899.0,16,8558.88,1,0,2
18,112,2006,3,283000.0,2500.0,0,0,5999.0,16,17687.5,0,0,2
2,9,2011,10,190221.0,2000.0,0,0,15399.0,11,17292.82,0,1,2
35,85,2010,11,120000.0,1400.0,4,1,6499.0,12,10000.0,1,1,1
23,48,2005,10,410146.0,1800.0,4,1,7700.0,17,24126.24,0,1,1
24,101,2002,4,97473.0,1600.0,4,0,5999.0,20,4873.65,1,1,1
40,92,2014,4,51981.0,1800.0,5,0,11799.0,8,6497.62,1,0,1
32,68,2016,3,143440.0,1461.0,0,0,12399.0,6,23906.67,0,1,1
11,54,2013,10,185013.0,2000.0,2,0,12999.0,9,20557.0,0,3,2
28,23,2017,4,113292.0,1400.0,4,1,9899.0,5,22658.4,0,1,1
2,9,2013,10,118335.0,2000.0,4,0,22500.0,9,13148.33,2,1,2
23,48,2017,10,95029.0,1950.0,0,0,35999.0,5,19005.8,0,1,2
23,57,2010,3,318991.0,2143.0,0,0,14799.0,12,26582.58,0,1,2
35,50,2014,11,197031.0,1598.0,0,1,8250.0,8,24628.88,0,1,1
42,61,2013,4,218882.0,1600.0,0,1,9999.0,9,24320.22,0,1,1
40,32,2017,3,112658.0,1800.0,2,0,18499.0,5,22531.6,0,0,1
42,61,2009,11,189962.0,1400.0,4,0,6499.0,13,14612.46,2,1,1
23,48,2017,10,203653.0,2000.0,0,0,27999.0,5,40730.6,0,1,2
40,102,2013,3,207050.0,2200.0,0,0,17999.0,9,23005.56,0,0,2
24,101,2013,0,89000.0,1600.0,4,1,14899.0,9,9888.89,1,1,1
25,101,2020,3,22000.0,2000.0,4,0,18999.0,2,11000.0,1,0,2
35,50,2011,11,171184.0,1200.0,0,1,5599.0,11,15562.18,2,1,1
6,47,2013,3,190187.0,1500.0,0,1,7399.0,9,21131.89,0,1,1
42,88,2013,11,129204.0,1400.0,3,0,8999.0,9,14356.0,2,1,1
13,35,2007,10,249700.0,2000.0,3,0,9999.0,15,16646.67,2,0,2
27,95,2018,3,144437.0,1500.0,0,1,14999.0,4,36109.25,0,0,1
27,67,2012,3,150236.0,1600.0,4,0,10199.0,10,15023.6,2,0,1
28,134,2011,11,142414.0,1400.0,4,1,8299.0,11,12946.73,2,1,1
28,23,2011,11,158848.0,1400.0,4,1,5999.0,11,14440.73,2,1,1
18,101,2017,4,31452.0,1000.0,4,1,7199.0,5,6290.4,1,0,1
40,92,2017,4,93000.0,1800.0,2,0,13599.0,5,18600.0,0,0,1
42,61,2009,4,153533.0,1400.0,4,1,5699.0,13,11810.23,1,1,1
11,54,2016,10,94385.0,1999.0,5,0,15999.0,6,15730.83,2,3,2
18,113,2004,10,239785.0,1991.0,0,1,7999.0,18,13321.39,2,0,2
23,48,2005,10,410130.0,3000.0,0,0,10199.0,17,24125.29,0,1,2
23,48,2017,10,156000.0,2200.0,0,0,30299.0,5,31200.0,0,1,2
32,80,2013,11,265709.0,1500.0,0,1,6299.0,9,29523.22,0,1,1
34,64,2012,11,210000.0,1200.0,0,1,5399.0,10,21000.0,0,1,1
23,48,2014,10,292583.0,2200.0,0,0,14300.0,8,36572.88,0,1,2
23,126,2010,5,252833.0,2200.0,0,1,9799.0,12,21069.42,0,1,2
1,101,2016,4,68970.0,1400.0,2,0,14399.0,6,11495.0,1,1,1
